	t	H	expr	parvals	sse	bic	Hp
61000	61000	-192.903628294467	((((((_a0_ / _a3_) ** P) + ((((P ** (((T * _a4_) * T) + (_a2_ + _a1_))) + (((_a1_ * _a0_) + -(_a4_)) * _a0_)) * (((_a4_ + _a1_) + _a1_) * P)) + P)) / (((_a4_ / _a4_) * _a2_) / _a0_)) + _a0_) * _a3_)	{'India': {'_a0_': -0.019319774610806934, '_a1_': 1.215056997215156, '_a2_': -1.0517063120262697, '_a3_': -24386.73598656191, '_a4_': -44.29589395674194}}	{'India': 0.0136906788629494}	-627.444151811114	120.8184476110901
58000	58000	-215.783856797775	((((((_a1_ * -(_a0_)) + ((P + ((_a1_ * ((P * _a4_) * _a2_)) * cos((P / _a0_)))) + (((_a0_ * T) * (_a2_ * pow2(P))) * pow2(T)))) / _a4_) + _a3_) * _a2_) * _a2_)	{'India': {'_a0_': 0.006389329760443916, '_a1_': 1.81995728750238e-38, '_a2_': -2884935481419.1514, '_a3_': -4.041033591036659e-26, '_a4_': -8.452317795526327e+24}}	{'India': 0.013237042837650056}	-631.049629308246	99.7409578563478
22000	22000	-228.171664919391	((((((_a1_ + (_a2_ * ((_a0_ + (_a0_ + -(_a1_))) * (P + T)))) + ((sqrt((_a0_ * P)) * sqrt(_a1_)) ** P)) * P) + _a4_) / _a3_) + P)	{'India': {'_a0_': 4.4008960826106475e-44, '_a1_': 0.22330207459687912, '_a2_': 4.828416464159034, '_a3_': -0.0006000234949563672, '_a4_': -0.011866256831029477}}	{'India': 0.01410015058118653}	-624.290835003647	83.97375258243208
44000	44000	-230.111749220628	((((((_a2_ + (P * (T + (_a2_ / (P ** (_a4_ + ((_a0_ / P) / _a3_))))))) * (_a4_ * _a0_)) * _a4_) + _a3_) * (P ** _a2_)) / pow2(_a2_))	{'India': {'_a0_': 4.5680821308678564e-101, '_a2_': -8.550115461484109e-51, '_a3_': -3.2898308672723016e-101, '_a4_': 59.96980731413765, '_a1_': 1.0}}	{'India': 0.015347422735633977}	-619.894120942786	79.83531125076406
86000	86000	-253.374933704914	((((((_a3_ * _a0_) + pow2((_a0_ + (_a2_ * P)))) * (P + (T + (_a3_ * _a1_)))) + _a0_) * pow2(P)) * _a2_)	{'India': {'_a0_': -17.45541994294501, '_a1_': -0.0020307412944861616, '_a2_': 143.13876412612802, '_a3_': -7.988702446983346, '_a4_': 1.0}}	{'India': 0.014419869309052532}	-626.564553515577	59.90734305287402
73000	73000	-235.710501303584	((((((_a3_ / _a1_) * T) + pow2(((_a1_ * P) * _a4_))) * _a3_) * -((((sin((_a4_ * P)) * _a2_) / T) + _a3_))) + ((_a3_ + _a0_) * _a1_))	{'India': {'_a0_': -13.09786335957947, '_a1_': 0.025166968676644273, '_a2_': 0.0015232405773495424, '_a3_': -1.1955594809760455, '_a4_': -109.3678827263809}}	{'India': 0.012885870402723298}	-633.926621926732	81.25280965978116
45000	45000	-226.681092300284	((((((_a4_ + (_a1_ ** (_a2_ * (P + T)))) + (_a0_ ** P)) * -(P)) + _a2_) / _a3_) / (-((_a1_ * pow2((_a1_ * _a0_)))) * ((_a0_ * _a1_) * _a1_)))	{'India': {'_a0_': 1.3193944106320154e-23, '_a1_': 4.2866082916330346e-46, '_a2_': 0.012060146981389994, '_a3_': -1.8368079237998805e+292, '_a4_': -0.7642423030549926}}	{'India': 0.014062348584614534}	-624.578083378771	85.60794938910173
25000	25000	-252.99089807267	((((((_a4_ + (_a1_ ** (_a2_ * (P + T)))) + (_a0_ ** P)) * -(P)) + _a2_) / _a3_) / -(_a0_))	{'India': {'_a0_': 1.320367619914336e-23, '_a1_': 4.297448865833767e-46, '_a2_': 0.012060354941279066, '_a3_': -4.624210064621716e+19, '_a4_': -0.7642413961505431}}	{'India': 0.01406234819793184}	-624.578086321029	59.298145087844254
64000	64000	-246.626212340797	(((((P / ((_a1_ * _a1_) * _a1_)) ** (P * _a3_)) * (_a1_ * _a0_)) + (((T * (P * _a4_)) + _a0_) / _a2_)) + P)	{'India': {'_a0_': -2.8604913493892598e-31, '_a1_': 0.6088221313519548, '_a2_': 5.958630088615678e-31, '_a3_': -827.3350771581335, '_a4_': 1.0876068578269643e-27}}	{'India': 0.014644151728071444}	-620.240288000481	63.49393165944258
56000	56000	-180.593985364847	(((((P / (_a1_ + (P * ((_a0_ + _a2_) * pow3((_a0_ * (_a2_ + ((P * ((_a2_ * ((T / _a3_) * _a4_)) + P)) + (pow2(pow2(_a1_)) * _a3_))))))))) + -((P / (_a2_ ** (_a1_ * P))))) * exp(_a0_)) + (_a4_ / _a4_)) + T)	{'India': {'_a0_': 10.267612621504504, '_a1_': 1.0030333930575346, '_a2_': 1.0260373961518328, '_a3_': -1.0266945880034857, '_a4_': 6.378833653693894}}	{'India': 0.013678059378281957}	-627.542825337325	133.1774273038156
24000	24000	-262.500516385451	(((((T ** pow3(((_a0_ * P) * cos((P * _a3_))))) + log(T)) / _a4_) + _a4_) * _a2_)	{'India': {'_a0_': 6.794406065784938, '_a2_': 4.488717625069075e-05, '_a3_': -156.32988680349163, '_a4_': 0.0007507001173805394, '_a1_': 1.0}}	{'India': 0.01298397737421824}	-637.787888484924	56.39342785701136
42000	42000	-247.991377688514	(((((_a0_ * P) * (_a0_ * (T + (_a2_ / (P ** (_a4_ + ((_a1_ / P) / _a0_))))))) * _a4_) * _a4_) + _a0_)	{'India': {'_a0_': -0.4381858822583745, '_a1_': 1.0031629244443478, '_a2_': -2.125421471210747e-81, '_a4_': 99.17709260723764, '_a3_': 1.0}}	{'India': 0.016094862335465147}	-614.805997933576	59.41162127827298
43000	43000	-219.064302048965	(((((_a0_ ** _a2_) ** P) + ((((P ** (pow3(_a2_) * _a4_)) + _a4_) * (_a1_ * P)) + ((T * P) * _a2_))) / ((_a0_ + -(_a1_)) / (_a2_ * pow2(_a3_)))) + _a3_)	{'India': {'_a0_': 2020.416923786252, '_a1_': -10.7523692828874, '_a2_': -0.9227410995692483, '_a3_': 2188.801902653011, '_a4_': -0.7378539485276231}}	{'India': 0.01359986210404502}	-628.156298124751	95.01384701341044
31000	31000	-186.43724338503	(((((_a0_ ** pow3((((_a3_ / T) ** P) * cos((P * (_a4_ * (_a1_ * pow2((T / T))))))))) + log(T)) * _a3_) * (_a3_ ** _a1_)) + (_a0_ * pow2(-((((P / pow2(((log(P) + T) * _a1_))) / P) ** _a4_)))))	{'India': {'_a0_': 0.9536089246288346, '_a1_': -1.481329485899004, '_a3_': 349.43442336940774, '_a4_': 105.49016191939661, '_a2_': 1.0}}	{'India': 0.012510803570094924}	-641.76010630034	134.44280976514014
26000	26000	-244.631056046903	(((((_a0_ ** pow3((((sin(_a4_) * _a2_) * P) * cos((P * (_a4_ * _a1_)))))) + log(T)) + T) * _a3_) * _a2_)	{'India': {'_a0_': 0.01624591942858383, '_a1_': 0.2439539795356715, '_a2_': -748.2693082553672, '_a3_': -7.994823764626345e-05, '_a4_': -640.8958383969556}}	{'India': 0.013043506705229926}	-632.625604003832	71.68174595501257
73000	73000	-236.611087844363	(((((_a0_ / _a1_) ** T) / _a0_) * _a0_) * _a1_)	{'India': {'_a0_': -5.799188728599549e-277, '_a1_': -0.6108538331157245, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0}}	{'India': 0.04200116100793152}	-521.517560607966	24.147692459620508
43000	43000	-228.487514928194	(((((_a0_ / _a4_) * T) + T) + _a4_) * -((_a0_ / _a0_)))	{'India': {'_a0_': -141.40166872823988, '_a4_': 0.5661738770935102, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0}}	{'India': 0.04207359351098477}	-521.333194211929	32.1790821777706
24000	24000	-251.556697899953	(((((_a1_ * (_a2_ + _a3_)) * (_a4_ + (P ** _a2_))) + pow2(((((T * T) + P) * _a3_) + _a2_))) * P) + _a0_)	{'India': {'_a0_': 4.01860476111715, '_a1_': -3139.462860149188, '_a2_': 1.9929685560335166, '_a3_': 3162.88316383753, '_a4_': 3.656224221337436e-05}}	{'India': 0.01346226199874889}	-629.244412131862	63.06550816597744
85000	85000	-236.611087844699	(((((_a1_ * T) / T) * _a0_) ** T) / _a1_)	{'India': {'_a0_': -5.810390532892125e-277, '_a1_': -1.6370551411872534, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0}}	{'India': 0.04200116100766766}	-521.517560608639	24.147692459620508
69000	69000	-235.005906929015	(((((_a2_ * ((_a1_ * ((_a1_ * P) + cos((P * _a0_)))) + ((pow2(T) * _a2_) * pow2((pow2(P) * T))))) / _a4_) + _a3_) * _a2_) * _a2_)	{'India': {'_a0_': 154.6101880347107, '_a1_': 50.196265891797474, '_a2_': -5.487092830633825e+18, '_a3_': -9.719075399370562e-39, '_a4_': 2.77303874348368e+59}}	{'India': 0.013699197184777039}	-627.377597259107	78.6828917005386
28000	28000	-190.777625011144	(((((_a2_ * (fac(((exp(_a3_) / pow2(P)) ** ((_a4_ / P) * pow2(T)))) * (_a4_ * exp(pow2((P * _a3_)))))) * ((_a4_ * ((_a3_ + _a4_) * (_a4_ * (_a4_ * _a4_)))) / _a3_)) * _a4_) + _a0_) * _a4_)	{'India': {'_a0_': 6.523959145760155e-06, '_a2_': -1.2033034579242427e-43, '_a3_': -4.402430444943255, '_a4_': -292904.1853152661, '_a1_': 1.0}}	{'India': 0.015511589583899345}	-618.75565168151	118.60020082961144
66000	66000	-222.398645129746	(((((_a3_ * _a0_) + T) * _a3_) + _a4_) * ((_a3_ ** _a1_) / _a0_))	{'India': {'_a0_': 1.0520593564997018, '_a1_': -514.1130894923152, '_a3_': 0.9892088059180438, '_a4_': -1.0317274337584017, '_a2_': 1.0}}	{'India': 0.04207359351410797}	-511.987536535063	33.59512313778531
57000	57000	-214.886497338145	(((((_a4_ + ((P + ((_a1_ * (exp(_a0_) * _a0_)) * cos((P / _a0_)))) + ((_a0_ * (_a2_ * pow2((P + _a4_)))) * (T + (P / _a2_))))) * _a4_) + _a3_) * _a2_) * _a2_)	{'India': {'_a0_': 0.006449758807455613, '_a1_': 1.548775867581155, '_a2_': -1448925.3362926096, '_a3_': -1.279334363671908e-13, '_a4_': -1.370867101315213e-12}}	{'India': 0.013906379004129905}	-625.77148183127	97.99924357749052
33000	33000	-213.536896957943	(((((pow2(_a2_) ** (_a1_ * _a2_)) ** P) + ((((P ** pow2((_a0_ * _a1_))) + _a4_) * (_a1_ * P)) + (((T + _a2_) * P) * _a4_))) / (-((_a2_ / _a1_)) * pow2(_a0_))) + _a3_)	{'India': {'_a0_': -0.08139310721501714, '_a1_': -9.610600461654084, '_a2_': -0.5287231086371195, '_a3_': 2755.9629849332878, '_a4_': -0.7063152367895967}}	{'India': 0.013604347472778899}	-628.121014286967	100.52361018553982
77000	77000	-233.677026932	((((-(_a0_) / T) + _a2_) / _a4_) / _a0_)	{'India': {'_a0_': -5.2871692723849344e-06, '_a2_': 0.010061512529937639, '_a4_': 8558.034548563035, '_a1_': 1.0, '_a3_': 1.0}}	{'India': 0.04249977984043828}	-515.581956855824	24.11395149591189
70000	70000	-233.622539245606	((((-(_a0_) / _a0_) * sqrt(T)) * _a2_) + _a0_)	{'India': {'_a0_': -0.738479192291546, '_a2_': -13.11847673474774, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0}}	{'India': 0.04202903440697721}	-521.446575320058	27.10074841442324
61000	61000	-244.06009041111	((((-(_a1_) + pow2((((_a3_ * (_a0_ + P)) * _a4_) + (_a1_ * T)))) * P) + _a4_) * (P + ((P + _a4_) + (_a2_ + _a2_))))	{'India': {'_a0_': -0.11031859586508974, '_a1_': -695.7479250420464, '_a2_': 35.96573287868761, '_a3_': -5.553192347121257, '_a4_': -71.97809356177294}}	{'India': 0.013300121058993732}	-630.540955327751	71.21038725276466
94000	94000	-200.719347916392	((((P * (_a1_ * cos(((T * P) + _a1_)))) ** (((((_a1_ + P) * P) * sqrt((_a1_ + _a2_))) + _a0_) * _a3_)) * (_a0_ + (_a2_ * T))) + (((P * (T * _a4_)) + _a2_) / _a0_))	{'India': {'_a0_': -1.9671253038449852e-41, '_a1_': 99.00516123066866, '_a2_': 8.797400842296545e-42, '_a3_': -1.1222535955195982, '_a4_': -4.2745741037162235e-38}}	{'India': 0.015695811701093628}	-612.819533069639	105.69041861842724
31000	31000	-193.27495079542	((((P * _a0_) + _a1_) * (P ** _a1_)) / (((P + (_a1_ * _a1_)) / _a0_) ** ((_a3_ * ((P + (((P + P) * _a0_) + sqrt((pow2(_a2_) * log(_a4_))))) ** -(P))) ** (pow2(T) * (T * _a4_)))))	{'India': {'_a0_': 0.17475655225346168, '_a1_': -0.2047996429530869, '_a2_': -0.13956071547022295, '_a3_': 0.9891428413559822, '_a4_': 11634816944351.35}}	{'India': 0.014242637608636723}	-623.214988811105	118.33254361013245
71000	71000	-237.377018313371	((((T * _a1_) ** T) + (_a1_ * _a1_)) * _a4_)	{'India': {'_a1_': 5.060924060992465e-274, '_a4_': -0.6112721012059601, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0}}	{'India': 0.04200118145821794}	-521.51750850988	23.38173594156933
92000	92000	-229.365168485999	((((T * _a4_) + _a4_) * -((pow2(_a0_) ** T))) / _a0_)	{'India': {'_a0_': -5.907117471302244e-139, '_a4_': -3.6083886365325165e-139, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0}}	{'India': 0.04200116106378946}	-521.517560465665	31.393611746833063
40000	40000	-236.652173007798	((((T + (_a0_ * _a0_)) + T) * _a4_) / T)	{'India': {'_a0_': 0.032418657312657334, '_a4_': -0.11118236766456878, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0}}	{'India': 0.04249977984011364}	-520.254785691103	23.475219837753365
