strata,patch,time,cases
1,1,1,0.0
2,1,1,0.0
3,1,1,0.0
1,2,1,0.0
2,2,1,0.0
3,2,1,0.0
1,3,1,0.0
2,3,1,0.0
3,3,1,0.0
1,4,1,0.0
2,4,1,0.0
3,4,1,0.0
1,5,1,0.0
2,5,1,0.0
3,5,1,0.0
1,1,2,0.0
2,1,2,0.0
3,1,2,0.0
1,2,2,0.0
2,2,2,0.0
3,2,2,0.0
1,3,2,0.0
2,3,2,0.0
3,3,2,0.0
1,4,2,0.0
2,4,2,0.0
3,4,2,0.0
1,5,2,0.0
2,5,2,0.0020434227330779057
3,5,2,0.0
1,1,3,0.0
2,1,3,0.0
3,1,3,0.0
1,2,3,0.0
2,2,3,0.0
3,2,3,0.0
1,3,3,0.0
2,3,3,0.0
3,3,3,0.004355990042392125
1,4,3,0.0
2,4,3,0.0
3,4,3,0.0
1,5,3,0.0
2,5,3,0.0047593325745256794
3,5,3,0.0
1,1,4,0.0
2,1,4,0.0
3,1,4,0.0
1,2,4,0.0
2,2,4,0.0
3,2,4,0.0
1,3,4,0.0
2,3,4,0.0
3,3,4,0.009759875654932762
1,4,4,0.0
2,4,4,0.0
3,4,4,0.0
1,5,4,0.0
2,5,4,0.007269288599640414
3,5,4,0.0
1,1,5,0.0
2,1,5,8.834587509510438e-6
3,1,5,1.970112226491913e-5
1,2,5,0.0
2,2,5,2.6616007942967645e-6
3,2,5,6.019282906515338e-7
1,3,5,0.0
2,3,5,1.3207110706500174e-5
3,3,5,0.01470050386448547
1,4,5,0.0
2,4,5,2.015870414838168e-5
3,4,5,1.7623808156234652e-6
1,5,5,0.0
2,5,5,0.009320714517150688
3,5,5,0.00020610044721660744
1,1,6,0.0
2,1,6,3.4399990967151505e-5
3,1,6,7.666349665227716e-5
1,2,6,0.0
2,2,6,1.0358662755652623e-5
3,2,6,2.460782845886404e-6
1,3,6,0.0
2,3,6,5.2243605213250556e-5
3,3,6,0.01862985156526255
1,4,6,0.0
2,4,6,7.840202118749436e-5
3,4,6,6.854773424133972e-6
1,5,6,0.0
2,5,6,0.010923651475825805
3,5,6,0.0008017563145896176
1,1,7,0.0
2,1,7,8.032201245070538e-5
3,1,7,0.00017904684511978465
1,2,7,0.0
2,2,7,2.4359341658148775e-5
3,2,7,6.3244731237235484e-6
1,3,7,0.0
2,3,7,0.00012376126849800864
3,3,7,0.021468887885448193
1,4,7,0.0
2,4,7,0.0001834493067325782
3,4,7,1.776833463402162e-5
1,5,7,0.0
2,5,7,0.012168851927905934
3,5,7,0.001870323437911998
1,1,8,0.0
2,1,8,0.00014623802682266353
3,1,8,0.00032638318414788484
1,2,8,0.0
2,2,8,4.507518731938586e-5
3,2,8,1.329391934453984e-5
1,3,8,0.0
2,3,8,0.00022854703086293003
3,3,8,0.02333739151888111
1,4,8,0.0
2,4,8,0.0003359921441893936
3,4,8,3.950267744982414e-5
1,5,8,0.0
2,5,8,0.013151923938766161
3,5,8,0.003401835670114252
1,1,9,0.0
2,1,9,0.00022930507839949413
3,1,9,0.0005129503984477968
1,2,9,0.0
2,2,9,7.253678198498322e-5
3,2,9,2.4947005107243133e-5
1,3,9,0.0
2,3,9,0.0003636476393367811
3,3,9,0.024417738520750097
1,4,9,0.0
2,4,9,0.0005321916275249279
3,4,9,8.000461862967254e-5
1,5,9,0.0
2,5,9,0.013949733167665757
3,5,9,0.005328251319722226
1,1,10,0.0
2,1,10,0.000325677306902085
3,1,10,0.0007309606660813876
1,2,10,0.0
2,2,10,0.00010673269005464767
3,2,10,4.3254959414540065e-5
1,3,10,0.0
2,3,10,0.0005245208455759083
3,3,10,0.02489284695026504
1,4,10,0.0
2,4,10,0.0007666977864292381
3,4,10,0.00014939276457849005
1,5,10,0.0
2,5,10,0.014618341529499765
3,5,10,0.007557929136879123
1,1,11,0.0
2,1,11,0.00043151861867430854
3,1,11,0.0009726619993822267
1,2,11,0.0
2,2,11,0.00014775478099132589
3,2,11,7.038148305481741e-5
1,3,11,0.0
2,3,11,0.0007065012469515913
3,3,11,0.024922263905270216
1,4,11,0.0
2,4,11,0.0010344460690471468
3,4,11,0.00025860558950305186
1,5,11,0.0
2,5,11,0.015197552166665311
3,5,11,0.009999244117761569
1,1,12,0.0
2,1,12,0.0005435372750895646
3,1,12,0.0012313852885790836
1,2,12,0.0
2,2,12,0.00019581274236787536
3,2,12,0.00010847535729376782
1,3,12,0.0
2,3,12,0.0009055549037595068
3,3,12,0.024636306817280722
1,4,12,0.0
2,4,12,0.001331412963012673
3,4,12,0.00041810799412503796
1,5,12,0.0
2,5,12,0.01571600933992229
3,5,12,0.012573044780957459
1,1,13,0.0
2,1,13,0.0006591767283199593
3,1,13,0.001501872239104157
1,2,13,0.0
2,2,13,0.0002511931770755608
3,2,13,0.00015952272112785716
1,3,13,0.0
2,3,13,0.0011185364367076363
3,3,13,0.024137800477283703
1,4,13,0.0
2,4,13,0.0016547448228131248
3,4,13,0.0006370061587809165
1,5,13,0.0
2,5,13,0.01619505295625944
3,5,13,0.015217097141358849
1,1,14,0.0
2,1,14,0.0007766078609270279
3,1,14,0.001780217189598251
1,2,14,0.0
2,2,14,0.00031421268958873883
3,2,14,0.00022527556947241908
1,3,14,0.0
2,3,14,0.0013431741055969749
3,3,14,0.02350634748591985
1,4,14,0.0
2,4,14,0.002002606243182567
3,4,14,0.0009226424761991088
1,5,14,0.0
2,5,14,0.016651215960097242
3,5,14,0.017885914126299456
1,1,15,0.0
2,1,15,0.0008946301049863951
3,1,15,0.0020636542227432273
1,2,15,0.0
2,2,15,0.0003851862502011137
3,2,15,0.00030724263531044834
1,3,15,0.0
2,3,15,0.0015779423693845264
3,3,15,0.022802900911405775
1,4,15,0.0
2,4,15,0.00237395646390529
3,4,15,0.0012805782876351866
1,5,15,0.0
2,5,15,0.017097734054468572
3,5,15,0.02054848499796946
1,1,16,0.0
2,1,16,0.0010125462209698353
3,1,16,0.0023503181447630207
1,2,16,0.0
2,2,16,0.00046441406404839085
3,2,16,0.00040671865713110087
1,3,16,0.0
2,3,16,0.001821911276920694
3,3,16,0.022073798073250165
1,4,16,0.0
2,4,16,0.0027683492606224687
3,4,16,0.001714818200922373
1,5,16,0.0
2,5,16,0.017545449913074582
3,5,16,0.02318541463465297
1,1,17,0.0
2,1,17,0.0011300432890523667
3,1,17,0.002639035579434181
1,2,17,0.0
2,2,17,0.000552182229677049
3,2,17,0.0005248303938219179
1,3,17,0.0
2,3,17,0.002074612295696943
3,3,17,0.02135404482597332
1,4,17,0.0
2,4,17,0.0031857841753073777
3,4,17,0.002228143350760978
1,5,17,0.0
2,5,17,0.018003380256572617
3,5,17,0.025786223318556317
1,1,18,0.0
2,1,18,0.0012470926151643628
3,1,18,0.0029291614705187524
1,2,18,0.0
2,2,18,0.0006487709350128316
3,2,18,0.0006625848674175875
1,3,18,0.0
2,3,18,0.00233593208578104
3,3,18,0.020669893410318448
1,4,18,0.0
2,4,18,0.0036266057938475994
3,4,18,0.002822461120710792
1,5,18,0.0
2,5,18,0.018479103259501976
3,5,18,0.028347091222937753
1,1,19,0.0
2,1,19,0.0013638708637558723
3,1,19,0.003220457586624521
1,2,19,0.0
2,2,19,0.0007544652656147074
3,2,19,0.0008209123598923389
1,3,19,0.0
2,3,19,0.002606032924869471
3,3,19,0.020040836324554796
1,4,19,0.0
2,4,19,0.004091438227939182
3,4,19,0.0034991198759823346
1,5,19,0.0
2,5,19,0.018979048389077036
3,5,19,0.03086909007032452
1,1,20,0.0
2,1,20,0.0014807002286808273
3,1,20,0.003513003674265287
1,2,20,0.0
2,2,20,0.0008695656782080717
3,2,20,0.0010007016950355813
1,3,20,0.0
2,3,20,0.0028852943363618226
3,3,20,0.019481144900015963
1,4,20,0.0
2,4,20,0.004581142346165565
3,4,20,0.004259168042587819
1,5,20,0.0
2,5,20,0.01950872808187927
3,5,20,0.03335684269598834
1,1,21,0.0
2,1,21,0.001598004094920473
3,1,21,0.003807131932729342
1,2,21,0.0
2,2,21,0.0009943968206385769
3,2,21,0.0012028281136502045
1,3,21,0.0
2,3,21,0.003174270296510003
3,3,21,0.01900106187288852
1,4,21,0.0
2,4,21,0.005096786795991449
3,4,21,0.005103555598637195
1,5,21,0.0
2,5,21,0.020072929507302866
3,5,21,0.03581752366410813
1,1,22,0.0
2,1,22,0.0017162747093125695
3,1,22,0.004103377573024306
1,2,22,0.0
2,2,22,0.0011293144048502807
