time,R_eff
1,4.2658002748154615
2,4.265757134742343
3,4.265702311100025
4,4.265632427985364
5,4.2655432841888485
6,4.265429579798171
7,4.265284581193315
8,4.26509971558647
9,4.264864067724739
10,4.264563745824781
11,4.264181079304011
12,4.263693604204213
13,4.263072782966063
14,4.262282393756106
15,4.261276511374079
16,4.2599969875641
17,4.258370324467451
18,4.2563038229767525
19,4.253680881129799
20,4.250355321323766
21,4.246144645819134
22,4.240822166084582
23,4.234108031511107
24,4.225659302322843
25,4.215059366990785
26,4.20180717751112
27,4.185306928052724
28,4.164858881469724
29,4.139652014750766
30,4.108759031413213
31,4.071134208712704
32,4.0256147435756695
33,3.97092694994965
34,3.9056998486734047
35,3.828490060105397
36,3.737822926544529
37,3.6322549906128097
38,3.5104621273085517
39,3.3713557325475167
40,3.214226313160469
41,3.0389093455059686
42,2.8459621025038353
43,2.636832342295987
44,2.4139910801852014
45,2.1809940113374955
46,1.9424327241104475
47,1.7037419343530336
48,1.4708468087422502
49,1.249666819117226
50,1.0455355473653012
51,0.8626372894676186
52,0.7035822006298775
53,0.569224204190633
54,0.45876602706601216
55,0.3701126170596199
56,0.30036428405477084
57,0.24631648357464297
58,0.20486059354426453
59,0.17323717956648407
60,0.1491479615967832
61,0.13076432709582242
62,0.11667682350873727
63,0.10582123249632819
64,0.09740342299159918
65,0.09083375062356616
66,0.08567436640863435
67,0.08159894228931042
68,0.07836279052576652
69,0.07578106644611006
70,0.07371299663648499
71,0.07205048933250913
72,0.07070988950407245
73,0.06962597742785119
74,0.0687475669229747
75,0.06803424792463034
76,0.06745395265260905
77,0.06698111933186392
78,0.06659529355929629
79,0.06628005347822061
80,0.06602217704217872
81,0.06581099213370505
82,0.06563786614247107
83,0.06549580285841224
84,0.0653791226073484
85,0.0652832074116794
86,0.06520429725525834
87,0.0651393267213226
88,0.06508579366729837
89,0.06504165341744575
90,0.06500523334624683
91,0.06497516380065324
92,0.06495032214592508
93,0.06492978737480389
94,0.06491280323528133
95,0.0648987482397538
96,0.06488711124171427
97,0.06487747152352254
98,0.06486948254423178
99,0.06486285866080689
100,0.06485736426784082
101,0.06485280490671666
102,0.06484901998032744
103,0.06484587677809822
104,0.0648432655714505
105,0.06484109558462132
106,0.0648392916819854
107,0.0648377916423936
108,0.06483654391486643
109,0.06483550576933622
110,0.0648346417718714
111,0.06483392252663224
112,0.06483332363725197
113,0.06483282484885926
114,0.06483240933891767
115,0.06483206313074759
116,0.0648317746082509
117,0.06483153411417232
118,0.06483133361735595
119,0.06483116643702
120,0.0648310270141777
121,0.06483091072206247
122,0.06483081370883781
123,0.06483073276704289
124,0.06483066522518945
125,0.0648306088577192
126,0.06483056181018691
127,0.06483052253707418
128,0.06483048975008567
129,0.06483046237514807
130,0.06483043951663699
131,0.06483042042760853
132,0.06483040448502164
133,0.06483039116910913
134,0.06483038004619888
135,0.06483037075440512
136,0.06483036299170729
137,0.06483035650601673
138,0.06483035108689751
139,0.06483034655866507
140,0.06483034277463225
141,0.06483033961231105
142,0.06483033696941096
143,0.06483033476050089
144,0.06483033291422431
145,0.06483033137097584
146,0.06483033008096212
147,0.06483032900258355
148,0.0648303281010836
149,0.06483032734742122
150,0.0648303267173294
151,0.06483032619052918
152,0.06483032575007332
153,0.06483032538179807
154,0.0648303250738655
155,0.064830324816381
156,0.06483032460107392
157,0.0648303244210307
158,0.06483032427047203
159,0.06483032414456645
160,0.06483032403927481
161,0.06483032395122029
162,0.06483032387757948
163,0.06483032381599184
164,0.06483032376448365
165,0.06483032372140453
166,0.06483032368537452
167,0.06483032365523968
168,0.0648303236300351
169,0.06483032360895384
170,0.06483032359132111
171,0.06483032357657262
172,0.0648303235642364
173,0.06483032355391782
174,0.06483032354528677
175,0.06483032353806717
176,0.06483032353202818
177,0.06483032352697668
178,0.06483032352275114
179,0.06470936515379745
